CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
4307,1,Dura-JSG-Y-RMM-429_P4_P1_P1_P2.3.1.1,Dura,,6/28/2023,6/28/2023,182,68,2,,,,,,,,,,,,,,,,8/3/2023
4308,1,Bals-JSG-Y-RMM-458_P1_P1_P3_P2.2.1.1,Bals,,6/29/2023,6/29/2023,181,73,3,,,,,,,,,,,,,,,,8/4/2023
4309,1,Zdip-JLVTKV-720_P1_P1_P4_P1.3.1.1,Zdip,,7/1/2023,6/30/2023,162,60,2,,,,,,,,,,,,,,,,8/6/2023
4310,1,Mesa-JSG-427_P2_P1_P4_P1.2.1.1,Mesa,,7/4/2023,7/1/2023,151,47,2,,,,,,,,,,,,,,,,8/9/2023
4311,1,Zdip-CIM10003_P2_P1_P5_P2.3.1.1,Zdip,,7/6/2023,7/6/2023,195,85,3,,,,,,,,,,,,,,,,8/11/2023
4312,1,Mesa-JSG-Y-RMM-438_P1_P1_P4_P2.2.1.1,Mesa,,6/28/2023,6/28/2023,174,48,6,,,,,,,,,,,,,,,,8/3/2023
4313,1,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.2.1.1,Zdip,,6/27/2023,7/4/2023,223,79,3,,,,,,,,,,,,,,,,8/2/2023
4314,1,Bals-JSG-RMM-LCL-534_P1_P1_P4_P1.1.1.1,Bals,,7/4/2023,7/4/2023,213,78,4,,,,,,,,,,,,,,,,8/9/2023
4315,1,Chal-JSG-JMHC-637_P1_P2_P1_P1.4.1.1,Chal,,6/28/2023,6/28/2023,153,83,8,,,,,,,,,,,,,,,,8/3/2023
4316,1,Bals-JLNCM-657_P4_P1_P3_P1.2.1.1,Bals,,6/29/2023,6/29/2023,207,90,2,,,,,,,,,,,,,,,,8/4/2023
4317,1,Bals-JSG-LCL-676_P3_P1_P2_P1.2.1.1,Bals,,7/2/2023,7/1/2023,200,60,3,,,,,,,,,,,,,,,,8/7/2023
4318,1,Zlux-G1_P1_P1_P2_P3.5.1.1,Zlux,,7/1/2023,7/1/2023,199,75,2,,,,,,,,,,,,,,,,8/6/2023
4319,1,Zdip-CIM10003_P3_P1_P3_P2.2.1.1,Zdip,,7/2/2023,7/1/2023,245,108,2,,,,,,,,,,,,,,,,8/7/2023
4320,1,B73,B73,,7/2/2023,6/30/2023,180,50,2,,,,,,,,,,,,,,,,8/7/2023
4321,1,Mesa-JSG-RMM-LCL-536_P1_P1_P2_P2.2.1.1,Mesa,,6/25/2023,6/25/2023,190,60,3,,,,,,,,,,,,,,,,7/31/2023
4322,1,Zdip-CIM10003_P2_P1_P3_P1.5.1.1,Zdip,,6/29/2023,6/27/2023,187,55,4,,,,,,,,,,,,,,,,8/4/2023
4323,1,Hueh-H2_P4_P1_P3_P3.4.1.1,Hueh,,6/29/2023,6/28/2023,201,80,3,,,,,,,,,,,,,,,,8/4/2023
4324,1,B73,B73,,7/1/2023,6/28/2023,182,52,2,,,,,,,,,,,,,,,,8/6/2023
4325,1,Bals-JSG-RMM-LCL-524_P2_P1_P5_P1.2.1.1,Bals,,7/4/2023,7/1/2023,183,57,1,,,,,,,,,,,,,,,,8/9/2023
4326,1,Nabo-JSG-SRV-604_P2_P1_P5_P1.1.1.1,Nabo,,6/30/2023,6/27/2023,195,54,3,,,,,,,,,,,,,,,,8/5/2023
4327,1,Zlux-G6_P4_P1_P5_P1.5.1.1,Zlux,,7/1/2023,7/1/2023,187,67,3,,,,,,,,,,,,,,,,8/6/2023
4328,1,Bals-JSG-RMM-LCL-514_P3_P1_P2_P1.2.1.1,Bals,,7/1/2023,6/28/2023,176,66,2,,,,,,,,,,,,,,,,8/6/2023
4329,1,Chal-JSG-RMM-LCL-476_P2_P1_P4_P1.1.1.1,Chal,,6/26/2023,6/26/2023,152,57,2,,,,,,,,,,,,,,,,8/1/2023
4330,1,Dura-JSG-Y-RMM-429_P2_P1_P5_P2.3.1.1,Dura,,6/29/2023,6/27/2023,190,57,3,,,,,,,,,,,,,,,,8/4/2023
4331,1,Zdip-JLVTKV-719_P2_P1_P4_P4.2.1.1,Zdip,,7/4/2023,7/2/2023,173,56,3,,,,,,,,,,,,,,,,8/9/2023
4332,1,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P2.2.1.1,Bals,,6/27/2023,6/27/2023,167,64,5,,,,,,,,,,,,,,,,8/2/2023
4333,1,Nabo-JSG-SRV-604_P3_P1_P1_P3.1.1.1,Nabo,,6/24/2023,6/25/2023,222,72,2,,,,,,,,,,,,,,,,7/30/2023
4334,1,Mesa-JSG-LCL-JGRF-586_P1_P2_P5_P2.2.1.1,Mesa,,6/29/2023,6/27/2023,169,67,4,,,,,,,,,,,,,,,,8/4/2023
4335,1,Bals-JSG-RMM-LCL-524_P2_P1_P4_P1.2.1.1,Bals,,6/30/2023,6/29/2023,174,61,3,,,,,,,,,,,,,,,,8/5/2023
4336,1,Mesa-JSG-RMM-LCL-473_P2_P1_P3_P1.1.1.1,Mesa,,7/2/2023,6/28/2023,157,64,2,,,,,,,,,,,,,,,,8/7/2023
4337,1,Chal-CIM27215(CIM-1)_P2_P1_P5_P1.1.1.1,Chal,,7/4/2023,7/1/2023,154,64,3,,,,,,,,,,,,,,,,8/9/2023
4338,1,Nabo-JSG-SRV-604_P2_P1_P5_P4.3.1.1,Nabo,,7/7/2023,7/7/2023,157,42,2,,,,,,,,,,,,,,,,8/12/2023
4339,1,Bals-JSG-RMM-LCL-511_P1_P2_P2_P1.1.1.1,Bals,,7/1/2023,6/30/2023,180,63,4,,,,,,,,,,,,,,,,8/6/2023
4340,1,Bals-JACV-T-049_P2_P1_P3_P1.1.1.1,Bals,,7/1/2023,6/28/2023,184,73,3,,,,,,,,,,,,,,,,8/6/2023
4341,1,Zlux-FAC--P-87_P1_P1_P5_P3.2.1.1,Zlux,,7/5/2023,7/4/2023,192,65,4,,,,,,,,,,,,,,,,8/10/2023
4342,1,Zlux-G6_P4_P1_P3_P1.2.1.1,Zlux,,7/1/2023,7/1/2023,193,76,3,,,,,,,,,,,,,,,,8/6/2023
4343,1,Bals-JSG-467_P2_P1_P3_P1.1.1.1,Bals,,7/1/2023,6/29/2023,174,68,1,,,,,,,,,,,,,,,,8/6/2023
4344,1,Mesa-JSG-LCL-689_P2_P1_P5_P1.2.1.1,Mesa,,7/1/2023,7/1/2023,173,63,2,,,,,,,,,,,,,,,,8/6/2023
4345,1,Mesa-JSG-Y-RMM-440_P3_P1_P3_P1.3.1.1,Mesa,,6/29/2023,6/29/2023,190,66,3,,,,,,,,,,,,,,,,8/4/2023
4346,1,Zlux-G7_P2_P1_P1_P1.1.1.1,Zlux,,6/29/2023,6/28/2023,200,70,6,,,,,,,,,,,,,,,,8/4/2023
4347,1,Mesa-JSG-Y-RMM-438_P1_P1_P4_P1.1.1.1,Mesa,,6/25/2023,6/25/2023,180,68,4,,,,,,,,,,,,,,,,7/31/2023
4348,1,Chal-JSG-RMM-LCL-476_P2_P1_P1_P1.1.1.1,Chal,,6/30/2023,6/28/2023,200,73,2,,,,,,,,,,,,,,,,8/5/2023
4349,1,Dura-JSG-Y-RMM-429_P2_P1_P2_P1.1.1.1,Dura,,7/1/2023,6/27/2023,193,65,2,,,,,,,,,,,,,,,,8/6/2023
4350,1,Nabo-JSG-SRV-606_P2_P1_P2_P2.1.1.1,Nabo,,7/2/2023,7/1/2023,196,74,2,,,,,,,,,,,,,,,,8/7/2023
4351,1,B73,B73,,7/3/2023,7/1/2023,191,59,2,,,,,,,,,,,,,,,,8/8/2023
4352,1,Dura-JSG-SRV-EAM-708_P3_P1_P5_P6.2.1.1,Dura,,7/1/2023,6/28/2023,193,73,4,,,,,,,,,,,,,,,,8/6/2023
4353,1,Mesa-JSG-LCL-689_P2_P1_P3_P2.1.1.1,Mesa,,6/28/2023,6/28/2023,174,70,5,,,,,,,,,,,,,,,,8/3/2023
4354,1,Zdip-CIM10003_P3_P1_P2_P3.1.1.1,Zdip,,7/7/2023,7/7/2023,200,71,2,,,,,,,,,,,,,,,,8/12/2023
4355,1,Bals-JSG-LCL-672_P4_P1_P4_P1.2.1.1,Bals,,7/2/2023,7/2/2023,182,67,2,,,,,,,,,,,,,,,,8/7/2023
4356,1,B73,B73,,7/2/2023,7/1/2023,185,65,2,,,,,,,,,,,,,,,,8/7/2023
4357,1,Bals-JSG-LCL-JR-P-702_P4_P1_P1_P1.1.1.1,Bals,,6/28/2023,6/28/2023,191,66,3,,,,,,,,,,,,,,,,8/3/2023
4358,1,Mesa-JACV-T-018_P2_P1_P5_P1.1.1.1,Mesa,,7/1/2023,6/29/2023,182,75,2,,,,,,,,,,,,,,,,8/6/2023
4359,1,Chal-CIM11362_P2_P1_P3_P1.2.1.1,Chal,,7/1/2023,6/29/2023,186,76,6,,,,,,,,,,,,,,,,8/6/2023
4360,1,Zdip-CIM10003_P2_P1_P3_P1.3.1.1,Zdip,,7/1/2023,7/1/2023,127,41,4,,,,,,,,,,,,,,,,8/6/2023
4361,1,Bals-JSG-Y-RMM-458_P1_P1_P5_P1.1.1.1,Bals,,7/1/2023,7/1/2023,218,90,5,,,,,,,,,,,,,,,,8/6/2023
4362,1,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.2.1.1,Zdip,,7/1/2023,6/28/2023,194,63,2,,,,,,,,,,,,,,,,8/6/2023
4363,1,Zdip-JLVTKV-719_P2_P1_P4_P1.1.1.1,Zdip,,7/4/2023,7/2/2023,210,64,2,,,,,,,,,,,,,,,,8/9/2023
4364,1,Chal-JSG-Y-RMM-463_P2_P1_P3_P1.1.1.1,Chal,,7/1/2023,6/29/2023,193,67,4,,,,,,,,,,,,,,,,8/6/2023
4365,1,Zlux-G6_P4_P1_P3_P3.4.1.1,Zlux,,7/10/2023,7/4/2023,192,58,3,,,,,,,,,,,,,,,,8/15/2023
4366,1,B73,B73,,7/4/2023,7/1/2023,195,74,4,,,,,,,,,,,,,,,,8/9/2023
4367,1,Nabo-JSG-SRV-606_P2_P1_P2_P3.3.1.1,Nabo,,7/1/2023,6/28/2023,117,48,3,,,,,,,,,,,,,,,,8/6/2023
4368,1,Dura-JSG-Y-RMM-429_P4_P1_P4_P4.1.1.1,Dura,,6/24/2023,6/24/2023,225,80,3,,,,,,,,,,,,,,,,7/30/2023
4369,1,Zlux-G3_P3_P1_P1_P1.3.1.1,Zlux,,7/12/2023,7/15/2023,216,68,2,,,,,,,,,,,,,,,,8/17/2023
4370,1,Zlux-G6_P4_P1_P1_P2.2.1.1,Zlux,short,,,,,,,,,,,,,,,,,,,,,2/4/1900
4371,1,Dura-JSG-SRV-EAM-705_P4_P1_P2_P4.1.1.1,Dura,,6/29/2023,6/28/2023,182,75,2,,,,,,,,,,,,,,,,8/4/2023
4372,1,Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.1.1.1,Bals,,7/8/2023,7/5/2023,202,84,2,,,,,,,,,,,,,,,,8/13/2023
4373,1,Dura-JSG-SRV-EAM-708_P3_P1_P5_P2.2.1.1,Dura,,7/1/2023,6/28/2023,191,61,2,,,,,,,,,,,,,,,,8/6/2023
4374,1,Dura-JSG-Y-RMM-429_P4_P1_P4_P2.1.1.1,Dura,,6/30/2023,6/28/2023,192,83,2,,,,,,,,,,,,,,,,8/5/2023
4375,1,Bals-JSG-RMM-LCL-548_P4_P1_P5_P1.1.1.1,Bals,,6/29/2023,7/1/2023,205,71,4,,,,,,,,,,,,,,,,8/4/2023
4376,1,Bals-JSG-RMM-LCL-534_P1_P1_P2_P1.1.1.1,Bals,,6/28/2023,6/28/2023,169,52,3,,,,,,,,,,,,,,,,8/3/2023
4377,1,Bals-JSG-RMM-LCL-483_P3_P1_P5_P1.2.1.1,Bals,,6/30/2023,7/1/2023,210,69,4,,,,,,,,,,,,,,,,8/5/2023
4378,1,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P2.4.1.1,Zdip,,6/28/2023,6/28/2023,180,56,4,,,,,,,,,,,,,,,,8/3/2023
4379,1,Zdip-CIM10003_P3_P1_P2_P2.3.1.1,Zdip,,7/1/2023,6/30/2023,153,52,1,,,,,,,,,,,,,,,,8/6/2023
4380,1,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P1.4.1.1,Zdip,,7/2/2023,7/1/2023,230,82,2,,,,,,,,,,,,,,,,8/7/2023
4381,1,Bals-JSG-Y-RMM-458_P1_P1_P5_P1.2.1.1,Bals,,7/2/2023,6/29/2023,190,78,3,,,,,,,,,,,,,,,,8/7/2023
4382,1,Bals-JSG-LCL-JR-P-702_P4_P1_P4_P1.1.1.1,Bals,,7/1/2023,7/1/2023,225,76,3,,,,,,,,,,,,,,,,8/6/2023
4383,1,Zdip-JLVTKV-719_P2_P1_P4_P1.2.1.1,Zdip,,7/1/2023,6/29/2023,211,77,3,,,,,,,,,,,,,,,,8/6/2023
4384,1,Chal-JSG_Y_RMM-463_P2_P5_P2_P2.3.1.1,Chal,,7/7/2023,7/6/2023,170,47,3,,,,,,,,,,,,,,,,8/12/2023
4385,1,Bals-JSG-RMM-LCL-514_P1_P1_P1_P1.2.1.1,Bals,,6/28/2023,6/28/2023,163,71,2,,,,,,,,,,,,,,,,8/3/2023
4386,1,Zlux-G6_P4_P1_P4_P1.1.1.1,Zlux,,7/7/2023,7/4/2023,151,50,1,,,,,,,,,,,,,,,,8/12/2023
4387,1,Zlux-G7_P2_P1_P4_P1.2.1.1,Zlux,,7/1/2023,6/29/2023,210,75,3,,,,,,,,,,,,,,,,8/6/2023
4388,1,Dura-JSG-SRV-EAM-708_P3_P1_P4_P1.1.1.1,Dura,,6/28/2023,6/28/2023,168,49,4,,,,,,,,,,,,,,,,8/3/2023
4389,1,Nabo-JSG-SRV-604_P3_P1_P1_P1.2.1.1,Nabo,,6/29/2023,6/28/2023,178,72,4,,,,,,,,,,,,,,,,8/4/2023
4390,1,Zdip-JLVTKV-719_P2_P1_P2_P3.3.1.1,Zdip,,6/28/2023,6/28/2023,194,71,4,,,,,,,,,,,,,,,,8/3/2023
4391,1,Bals-JSG-RMM-LCL-546_P3_P1_P2_P1.2.1.1,Bals,,7/2/2023,7/1/2023,215,77,2,,,,,,,,,,,,,,,,8/7/2023
4392,1,Mesa-JSG-RMM-LCL-536_P1_P1_P1_P2.2.1.1,Mesa,,7/1/2023,6/28/2023,171,46,2,,,,,,,,,,,,,,,,8/6/2023
4393,1,Chal-CIM27215(CIM-1)_P2_P1_P3_P1.1.1.1,Chal,,7/1/2023,6/28/2023,201,91,2,,,,,,,,,,,,,,,,8/6/2023
4394,1,Bals-JLHNM-661_P2_P2_P5_P1.1.1.1,Bals,,7/1/2023,6/28/2023,180,60,2,,,,,,,,,,,,,,,,8/6/2023
4395,1,Dura-JSG-SRV-EAM-705_P1_P1_P2_P1.1.1.1,Dura,,7/1/2023,7/1/2023,211,86,2,,,,,,,,,,,,,,,,8/6/2023
4396,1,Mesa-JSG-Y-RMM-438_P1_P1_P1_P2.3.1.1,Mesa,,6/29/2023,6/28/2023,186,69,4,,,,,,,,,,,,,,,,8/4/2023
4397,1,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.4.1.1,Zdip,,7/2/2023,7/1/2023,206,55,2,,,,,,,,,,,,,,,,8/7/2023
4398,1,Zdip-CIM10003_P3_P1_P2_P2.1.1.1,Zdip,,7/2/2023,7/1/2023,196,67,2,,,,,,,,,,,,,,,,8/7/2023
4399,1,Mesa-JSG-Y-RMM-440_P1_P1_P5_P1.1.1.1,Mesa,,6/28/2023,6/27/2023,157,50,2,,,,,,,,,,,,,,,,8/3/2023
4400,1,Zlux-G3_P3_P1_P4_P2.1.1.1,Zlux,,7/5/2023,7/4/2023,207,71,3,,,,,,,,,,,,,,,,8/10/2023
4401,1,B73,B73,,7/1/2023,6/29/2023,173,50,2,,,,,,,,,,,,,,,,8/6/2023
4402,1,Zdip-CIM10003_P2_P1_P5_P1.2.1.1,Zdip,,6/30/2023,7/1/2023,180,71,4,,,,,,,,,,,,,,,,8/5/2023
4403,1,B73,B73,,7/1/2023,6/29/2023,195,67,2,,,,,,,,,,,,,,,,8/6/2023
4404,1,Chal-JSG-JMHC-626_P4_P1_P2_P1.2.1.1,Chal,,7/2/2023,6/30/2023,191,72,3,,,,,,,,,,,,,,,,8/7/2023
4405,1,Chal-JSG-JMHC-634_P3_P1_P1_P2.1.1.1,Chal,,7/1/2023,6/29/2023,186,62,2,,,,,,,,,,,,,,,,8/6/2023
4406,1,Bals-JSG-RMM-LCL-517_P2_P1_P3_P2.1.1.1,Bals,,7/3/2023,7/1/2023,215,87,2,,,,,,,,,,,,,,,,8/8/2023
4407,1,Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.1.1.1,Bals,,6/29/2023,6/29/2023,230,92,5,,,,,,,,,,,,,,,,8/4/2023
4408,1,Nabo-JSG-SRV-606_P2_P1_P5_P2.2.1.1,Nabo,,7/1/2023,6/28/2023,186,60,3,,,,,,,,,,,,,,,,8/6/2023
4409,1,Dura-JSG-SRV-EAM-708_P3_P1_P4_P4.4.1.1,Dura,,6/29/2023,6/28/2023,180,73,2,,,,,,,,,,,,,,,,8/4/2023
4410,1,Bals-JSG-Y-LOS-142_P1_P1_P2_P1.2.1.1,Bals,,7/4/2023,7/2/2023,205,71,2,,,,,,,,,,,,,,,,8/9/2023
4411,1,Nabo-JSG-SRV-606_P2_P1_P1_P1.3.1.1,Nabo,,6/28/2023,6/27/2023,155,50,5,,,,,,,,,,,,,,,,8/3/2023
4412,1,Bals-JLNCM-654_P1_P1_P2_P1.1.1.1,Bals,,7/6/2023,7/4/2023,195,64,3,,,,,,,,,,,,,,,,8/11/2023
4413,1,B73,B73,,7/1/2023,7/1/2023,193,76,2,,,,,,,,,,,,,,,,8/6/2023
4414,1,B73,B73,,7/3/2023,7/1/2023,181,62,2,,,,,,,,,,,,,,,,8/8/2023
4415,1,Zlux-G3_P3_P1_P3_P2.4.1.1,Zlux,,6/30/2023,7/1/2023,196,80,2,,,,,,,,,,,,,,,,8/5/2023
4416,1,Bals-JSG-LCL-672_P4_P1_P4_P1.1.1.1,Bals,,7/2/2023,7/1/2023,194,81,3,,,,,,,,,,,,,,,,8/7/2023
4417,1,Dura-JSG-SRV-EAM-708_P3_P1_P3_P3.1.1.1,Dura,,6/29/2023,6/29/2023,181,66,4,,,,,,,,,,,,,,,,8/4/2023
4418,1,Bals-JSG-Y-RMM-458_P1_P1_P1_P1.2.1.1,Bals,,7/2/2023,6/29/2023,187,72,4,,,,,,,,,,,,,,,,8/7/2023
4419,1,Mesa-JSG-465_P1_P1_P3_P1.2.1.1,Mesa,,6/29/2023,6/29/2023,186,63,2,,,,,,,,,,,,,,,,8/4/2023
4420,1,B73,B73,,7/1/2023,6/29/2023,187,73,1,,,,,,,,,,,,,,,,8/6/2023
4421,1,Bals-JSG-LCL-672_P4_P1_P5_P1.1.1.1,Bals,,7/2/2023,7/2/2023,197,77,2,,,,,,,,,,,,,,,,8/7/2023
4422,1,Bals-JSG-LCL-676_P3_P1_P4_P1.1.1.1,Bals,,7/3/2023,7/1/2023,188,70,2,,,,,,,,,,,,,,,,8/8/2023
4423,1,Bals-JLHNM-664_P3_P1_P3_P1.1.1.1,Bals,,7/1/2023,6/29/2023,163,70,2,,,,,,,,,,,,,,,,8/6/2023
4424,1,Bals-JLNCM-649_P4_P1_P1_P1.2.1.1,Bals,,7/3/2023,7/1/2023,202,80,3,,,,,,,,,,,,,,,,8/8/2023
4425,1,Chal-JSG-JMHC-614_P1_P1_P3_P1.1.1.1,Chal,,7/6/2023,7/5/2023,195,76,2,,,,,,,,,,,,,,,,8/11/2023
4426,1,Chal-CIM11362_P2_P1_P1_P1.2.1.1,Chal,,7/1/2023,6/29/2023,178,62,3,,,,,,,,,,,,,,,,8/6/2023
4427,1,Dura-JSG-SRV-EAM-708_P3_P1_P2_P1.3.1.1,Dura,,6/25/2023,6/26/2023,154,49,3,,,,,,,,,,,,,,,,7/31/2023
4428,1,Bals-JSG-RMM-LCL-534_P1_P1_P2_P2.1.1.1,Bals,,6/29/2023,6/28/2023,191,55,3,,,,,,,,,,,,,,,,8/4/2023
4429,1,Hueh-H2_P4_P1_P3_P3.1.1.1,Hueh,,7/1/2023,7/1/2023,195,78,4,,,,,,,,,,,,,,,,8/6/2023
4430,1,Hueh-H1_P3_P1_P2_P3.1.1.1,Hueh,,7/2/2023,7/1/2023,211,91,3,,,,,,,,,,,,,,,,8/7/2023
4431,1,Mesa-JSG-Y-RMM-440_P1_P1_P5_P1.2.1.1,Mesa,,7/1/2023,6/28/2023,171,74,5,,,,,,,,,,,,,,,,8/6/2023
4432,1,Chal-CIM27215(CIM-1)_P2_P1_P4_P1.1.1.1,Chal,,7/1/2023,7/1/2023,214,82,3,,,,,,,,,,,,,,,,8/6/2023
4433,1,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P2.2.1.1,Zdip,,7/4/2023,7/1/2023,181,55,3,,,,,,,,,,,,,,,,8/9/2023
4434,1,B73,B73,,7/2/2023,6/29/2023,177,57,2,,,,,,,,,,,,,,,,8/7/2023
4435,1,Mesa-CIM11365_P2_P2_P2_P1.1.1.1,Mesa,,6/29/2023,7/2/2023,148,57,3,,,,,,,,,,,,,,,,8/4/2023
4436,1,Bals-JSG-RMM-LCL-474_P2_P1_P3_P2.1.1.1,Bals,,6/27/2023,6/27/2023,185,50,4,,,,,,,,,,,,,,,,8/2/2023
4437,1,Bals-JSG-RMM-LCL-514_P3_P1_P4_P1.1.1.1,Bals,,7/2/2023,6/30/2023,198,81,4,,,,,,,,,,,,,,,,8/7/2023
4438,1,Purple Check,Check,,NA,NA,,,,,,,,,,,,,,,,,,,
4439,1,Chal-JSG-JMHC-631_P2_P1_P5_P1.2.1.1,Chal,,7/2/2023,6/30/2023,180,70,4,,,,,,,,,,,,,,,,8/7/2023
4440,1,Dura-JSG-Y-RMM-429_P4_P1_P4_P3.3.1.1,Dura,,6/22/2023,6/22/2023,157,43,9,,,,,,,,,,,,,,,,7/28/2023
4441,1,Bals-JSG-RMM-LCL-514_P3_P1_P3_P1.1.1.1,Bals,,7/2/2023,6/28/2023,160,45,3,,,,,,,,,,,,,,,,8/7/2023
4442,1,Mesa-JSG-Y-LOS-75_P2_P1_P2_P1.1.1.1,Mesa,,6/27/2023,6/26/2023,180,60,2,,,,,,,,,,,,,,,,8/2/2023
4443,1,Mesa-JSG-LCL-689_P2_P1_P2_P2.2.1.1,Mesa,,6/29/2023,6/27/2023,185,50,3,,,,,,,,,,,,,,,,8/4/2023
4444,1,Dura-JSG-SRV-EAM-705_P1_P1_P5_P2.1.1.1,Dura,,6/27/2023,6/28/2023,207,85,7,,,,,,,,,,,,,,,,8/2/2023
4445,1,Bals-JSG-Y-RMM-457_P3_P1_P2_P2.3.1.1,Bals,,6/29/2023,6/28/2023,199,75,5,,,,,,,,,,,,,,,,8/4/2023
4446,1,Bals-JSG-RMM-LCL-539_P3_P1_P3_P1.2.1.1,Bals,,6/29/2023,6/29/2023,171,60,9,,,,,,,,,,,,,,,,8/4/2023
4447,1,Nabo-JSG-SRV-604_P3_P1_P5_P4.3.1.1,Nabo,,6/26/2023,6/26/2023,208,84,4,,,,,,,,,,,,,,,,8/1/2023
4448,1,B73,B73,,7/2/2023,6/30/2023,155,63,2,,,,,,,,,,,,,,,,8/7/2023
4449,1,Bals-JSG-LCL-704_P2_P1_P1_P1.2.1.1,Bals,,7/1/2023,6/28/2023,175,53,1,,,,,,,,,,,,,,,,8/6/2023
4450,1,B73,B73,,7/1/2023,7/1/2023,187,74,2,,,,,,,,,,,,,,,,8/6/2023
4451,1,Mesa-JSG-RMM-LCL-536_P1_P1_P1_P1.2.1.1,Mesa,,6/30/2023,7/1/2023,198,71,3,,,,,,,,,,,,,,,,8/5/2023
4452,1,Nabo-JSG-SRV-604_P2_P1_P5_P6.3.1.1,Nabo,,7/1/2023,6/28/2023,177,51,3,,,,,,,,,,,,,,,,8/6/2023
4453,1,Bals-JLHNM-664_P3_P1_P2_P1.2.1.1,Bals,,7/1/2023,6/29/2023,191,70,2,,,,,,,,,,,,,,,,8/6/2023
4454,1,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P2.4.1.1,Zdip,,6/28/2023,6/28/2023,192,63,3,,,,,,,,,,,,,,,,8/3/2023
4455,1,Zlux-G6_P4_P1_P5_P1.1.1.1,Zlux,,6/29/2023,6/27/2023,200,73,2,,,,,,,,,,,,,,,,8/4/2023
4456,1,Hueh-H1_P3_P1_P5_P1.2.1.1,Hueh,,7/2/2023,7/1/2023,201,83,5,,,,,,,,,,,,,,,,8/7/2023
4457,1,B73,B73,,7/2/2023,7/1/2023,176,58,2,,,,,,,,,,,,,,,,8/7/2023
4458,1,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P2.3.1.1,Zdip,,7/6/2023,7/6/2023,222,92,6,,,,,,,,,,,,,,,,8/11/2023
4459,1,Bals-JSG-RMM-558_P3_P1_P2_P1.1.1.1,Bals,,6/29/2023,6/29/2023,200,86,4,,,,,,,,,,,,,,,,8/4/2023
4460,1,Zdip-JLVTKV-719_P2_P1_P3_P3.1.1.1,Zdip,,7/6/2023,7/6/2023,217,90,5,,,,,,,,,,,,,,,,8/11/2023
4461,1,Mesa-JSG-Y-RMM-438_P1_P1_P4_P1.3.1.1,Mesa,,6/29/2023,6/28/2023,169,51,2,,,,,,,,,,,,,,,,8/4/2023
4462,1,B73,B73,,7/2/2023,6/29/2023,176,58,2,,,,,,,,,,,,,,,,8/7/2023
4463,1,Dura-JSG-SRV-EAM-708_P3_P1_P1_P2.1.1.1,Dura,,6/30/2023,7/1/2023,187,83,4,,,,,,,,,,,,,,,,8/5/2023
4464,1,Dura-JSG-Y-RMM-429_P4_P1_P3_P2.3.1.1,Dura,,7/1/2023,6/29/2023,186,60,4,,,,,,,,,,,,,,,,8/6/2023
4465,2,Chal-JSG-JMHC-639_P2_P1_P4_P1.1.1.1,Chal,,7/1/2023,6/30/2023,188,68,3,,,,,,,,,,,,,,,,8/6/2023
4466,2,Zlux-G3_P3_P1_P4_P3.4.1.1,Zlux,,7/1/2023,6/29/2023,174,47,2,,,,,,,,,,,,,,,,8/6/2023
4467,1,Bals-JSG-RMM-558_P3_P1_P1_P2.1.1.1,Bals,segregating,7/10/2023,7/12/2023,183,63,3,,,,,,,,,,,,,,,,8/15/2023
4468,1,Zdip-JLVTKV-719_P2_P1_P5_P1.4.1.1,Zdip,,7/4/2023,7/2/2023,178,57,2,,,,,,,,,,,,,,,,8/9/2023
4469,1,Dura-JSG-SRV-EAM-708_P3_P1_P3_P4.1.1.1,Dura,,6/29/2023,6/28/2023,182,80,2,,,,,,,,,,,,,,,,8/4/2023
4470,1,Bals-JLNCM-649_P4_P1_P4_P1.2.1.1,Bals,,7/1/2023,6/30/2023,206,87,4,,,,,,,,,,,,,,,,8/6/2023
4471,1,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.3.1.1,Zdip,,7/2/2023,7/1/2023,207,80,5,,,,,,,,,,,,,,,,8/7/2023
4472,1,Dura-JSG-Y-RMM-429_P4_P1_P1_P3.1.1.1,Dura,,6/28/2023,6/28/2023,208,86,4,,,,,,,,,,,,,,,,8/3/2023
4473,1,Zlux-FAC--P-87_P1_P1_P1_P2.3.1.1,Zlux,,6/28/2023,6/27/2023,152,45,6,,,,,,,,,,,,,,,,8/3/2023
4474,1,B73,B73,,7/2/2023,7/1/2023,176,65,2,,,,,,,,,,,,,,,,8/7/2023
